Time (secs),Lat,Lon,Elev,Heart_Rate (bpm),HRmax (bpm),HRmin (bpm)
185,40.0095850,-79.5887760,289.6,92,122,112
186,40.0096020,-79.5887780,289.6,92,122,112
187,40.0096180,-79.5887800,289.6,91,122,112
188,40.0096330,-79.5887820,289.7,91,122,112
189,40.0096500,-79.5887830,289.7,90,122,112
190,40.0096680,-79.5887840,289.8,90,122,112
191,40.0096870,-79.5887850,289.8,90,122,112
192,40.0097040,-79.5887850,289.8,89,122,112
193,40.0097210,-79.5887840,289.9,89,122,112
194,40.0097400,-79.5887850,289.9,90,122,112
195,40.0097600,-79.5887860,290.0,90,122,112
196,40.0097840,-79.5887870,290.0,90,122,112
197,40.0098100,-79.5887910,290.0,91,122,112
198,40.0098280,-79.5887910,290.0,91,122,112
199,40.0098400,-79.5887860,290.0,91,122,112
200,40.0098600,-79.5887810,290.0,90,122,112
201,40.0098830,-79.5887780,290.0,90,122,112
202,40.0099080,-79.5887810,290.0,89,122,112
203,40.0099310,-79.5887830,290.0,89,122,112
204,40.0099530,-79.5887830,290.0,89,122,112
205,40.0099730,-79.5887790,290.0,89,122,112
206,40.0099980,-79.5887740,290.0,90,122,112
207,40.0100230,-79.5887710,290.0,90,122,112
208,40.0100450,-79.5887700,290.0,91,122,112
209,40.0100630,-79.5887720,290.0,91,122,112
210,40.0100760,-79.5887730,290.0,91,122,112
211,40.0100880,-79.5887750,290.0,90,122,112
212,40.0101030,-79.5887750,289.9,90,122,112
213,40.0101220,-79.5887750,289.9,89,122,112
214,40.0101400,-79.5887740,289.9,89,122,112
215,40.0101540,-79.5887740,290.0,89,122,112
216,40.0101670,-79.5887750,290.0,88,122,112
217,40.0101810,-79.5887760,290.0,88,122,112
218,40.0101960,-79.5887770,290.0,88,122,112
219,40.0102090,-79.5887800,290.0,89,122,112
220,40.0102200,-79.5887840,290.0,89,122,112
221,40.0102340,-79.5887880,290.0,90,122,112
222,40.0102430,-79.5887920,290.0,90,122,112
223,40.0102520,-79.5887930,290.0,90,122,112
224,40.0102630,-79.5887940,290.0,91,122,112
225,40.0102720,-79.5887930,290.0,91,122,112
226,40.0102720,-79.5887930,290.0,90,122,112
227,40.0102860,-79.5887920,290.0,90,122,112
228,40.0102960,-79.5887910,290.0,89,122,112
229,40.0103080,-79.5887910,290.0,89,122,112
230,40.0103200,-79.5887920,290.0,89,122,112
231,40.0103290,-79.5887930,290.0,88,122,112
232,40.0103290,-79.5887930,290.0,88,122,112
233,40.0103480,-79.5887960,290.0,88,122,112
234,40.0103580,-79.5887970,290.0,88,122,112
235,40.0103580,-79.5887970,290.0,89,122,112
236,40.0103710,-79.5887970,290.0,89,122,112
237,40.0103820,-79.5887990,290.0,89,122,112
238,40.0103820,-79.5887990,290.0,88,122,112
239,40.0103960,-79.5887990,290.0,89,122,112
240,40.0103960,-79.5887990,290.0,89,122,112
241,40.0104140,-79.5887970,290.0,89,122,112
242,40.0104270,-79.5887970,290.1,89,122,112
243,40.0104390,-79.5887990,290.1,90,122,112
244,40.0104480,-79.5887970,290.1,91,122,112
245,40.0104480,-79.5887970,290.1,91,122,112
246,40.0104670,-79.5887970,290.1,91,122,112
247,40.0104800,-79.5887970,290.1,91,122,112
248,40.0104930,-79.5887970,290.1,91,122,112
249,40.0105100,-79.5888010,290.1,90,122,112
250,40.0105220,-79.5888040,290.1,92,122,112
251,40.0105320,-79.5888070,290.1,90,122,112
252,40.0105460,-79.5888130,290.1,90,122,112
253,40.0105600,-79.5888180,290.1,90,122,112
254,40.0105730,-79.5888210,290.1,90,122,112
255,40.0105860,-79.5888230,290.1,90,122,112
256,40.0106010,-79.5888240,290.1,91,122,112
257,40.0106180,-79.5888240,290.1,91,122,112
258,40.0106400,-79.5888210,290.2,92,122,112
259,40.0106580,-79.5888170,290.2,92,122,112
260,40.0106750,-79.5888120,290.2,92,122,112
261,40.0106950,-79.5888070,290.2,91,122,112
262,40.0107120,-79.5888040,290.2,91,122,112
263,40.0107270,-79.5888010,290.2,90,122,112
264,40.0107400,-79.5887970,290.2,90,122,112
265,40.0107490,-79.5887920,290.2,90,122,112
266,40.0107600,-79.5887870,290.2,89,122,112
267,40.0107750,-79.5887800,290.2,88,122,112
268,40.0107940,-79.5887780,290.2,88,122,112
269,40.0108130,-79.5887820,290.2,88,122,112
270,40.0108300,-79.5887860,290.2,87,122,112
271,40.0108470,-79.5887860,290.2,87,122,112
272,40.0108640,-79.5887850,290.3,87,122,112
273,40.0108780,-79.5887810,290.3,87,122,112
274,40.0108930,-79.5887790,290.3,87,122,112
